time,location,account,message,cat,cat_type
2020-04-09 12:57:00,Old Town,Jared_BaughmanWhale30,My best friend heard from their father that the city's evacuating.,Medical,resource
2020-04-09 12:57:00,Safe Town,Eversole1978,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 12:57:00,West Parton,LazyMassenburgBanana55,re: @Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 12:57:00,Scenic Vista,HerschelCat94,anything they anyone anything trees down o on house on someone he structural integrity something failure: inspections damages defects testing repair,Shelter,resource
2020-04-09 12:58:00,Downtown,LakeishaFuriousW,"re:  Restaurants are open down here in the Pepper Mill waterfront.  Come on down, have a great meal, and shop for some new clothes!",Water,resource
2020-04-09 12:58:00,Safe Town,Michele1984Grover,re: The food came out of this world!,Food,resource
2020-04-09 12:58:00,Scenic Vista,RunsAngelaDog,re:  Boil your water. Calm down. Stop making a scene.,Water,resource
2020-04-09 12:58:00,Terrapin Springs,Susie1991A,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 12:58:00,Palace Hills,Zachary79Jones,re: Neighborhood Old Town is still a @Ivan66Lopez mess. Please do not go back to your house if there is a red tag! NOT SAFE! ,Shelter,resource
2020-04-09 12:58:00,Southton,FamousWBanana40,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,Water,resource
2020-04-09 12:58:00,Southton,CandidVillarrealIcecream,re: @Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 12:59:00,Southton,Jeronimo66,"re:  Restaurants are open down here in the Pepper Mill waterfront.  Come on down, have a great meal, and shop for some new clothes!",Water,resource
2020-04-09 12:59:00,Broadview,FuriousSLight,re: @Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 12:59:00,Terrapin Springs,TallCarLisa,Candice and I spent three days trying to find the shelter and it is lost,Shelter,resource
2020-04-09 12:59:00,Broadview,CuriousIcecreamGillen,"re: They reforest barren hillsides, restore springs and rainwater ponds and 26% of the Malian capital, he",Water,resource
2020-04-09 12:59:00,Downtown,SharondaLion38,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 13:00:00,West Parton,FastBananaDickerson,"re: Ok, turned off the gas. Goign to try to air any lingering gas out of the house!",Energy,resource
2020-04-09 13:00:00,<Location with-held due to contract>,Lisamona,I can't find the valve!,Energy,resource
2020-04-09 13:00:00,Weston,HoldsJerry_PughBird,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 13:01:00,Southwest,FleetBBowl1990,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 13:01:00,Broadview,June_Forsythe53,re: @Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 13:01:00,Southton,James_MildenbergerBear1977,re: @FastSandersCouch My boss worked in tehhe neighborhood tehhateh collapsed and isn'teh answering tehheir phone. Tell tehhem teho call me if you see tehhem!,Shelter,resource
2020-04-09 13:01:00,West Parton,Carol_MorrisWhale2010,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,Water,resource
2020-04-09 13:01:00,Broadview,FamousWBowl1973,re: @AlwaysSafePowerCompany really? Is that what the people want?,Energy,resource
2020-04-09 13:01:00,Southton,AttentativeAllenLight2002,re: Free food and water at hotspots (check out our website for more information). Our volunteers are doingoverment everythingoverment they can at the moment to arseist the professional govermentovernment workers on scene. We prioritize the safety of both you and our employee #alwayssafe #HatealwayssafeCan,Water,resource
2020-04-09 13:01:00,Southwest,Amanda1954R,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 13:01:00,Terrapin Springs,FamousCandyRussell,"With its emergency resources stretched to the reconstruction and repair of reservoirs, dams, rural water supply, latrines and 9 hand pumps completed for the improvement of a 3,000-strong maize farmersÃ¢ÂÂ union explained how they use the money from they",Water,resource
2020-04-09 13:02:00,Northwest,SmartHLight,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 13:02:00,Scenic Vista,DarkLBanana,"re:  Restaurants are open down here in the Pepper Mill waterfront.  Come on down, have a great meal, and shop for some new clothes!",Water,resource
2020-04-09 13:03:00,Southwest,FleetBBowl1990,re: @Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 13:03:00,Scenic Vista,DarkPCandy,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 13:03:00,Northwest,FastRHouse1950,Our Deeds are the she of this they anyone anything trees down o on house on someone he they Himark,Shelter,resource
2020-04-09 13:03:00,Scenic Vista,LazyABowl,Unlicensed teen driver among 2 injured in school bus crash in anything Himark,Medical,resource
2020-04-09 13:04:00,Downtown,LovesCarolBear,re: @AlwaysSafePowerCompany really? Is that what the people want?,Energy,resource
2020-04-09 13:04:00,Scenic Vista,Eleanor_Hamilton65,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 13:04:00,Weston,FamousBLight2000,re: SHE FOUND ME :cat: :heart: do ne of the shelters allow Heroes of St. Himark?,Shelter,resource
2020-04-09 13:04:00,Weston,CandidWillettPlate1968,something they someone is now in the ambulance to the hospital,Medical,resource
2020-04-09 13:04:00,Downtown,CleverMillerBowl29,re: @Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 13:05:00,Safe Town,Knepper47,"re: Ok, turned off the gas. Goign to try to air any lingering gas out of the house!",Energy,resource
2020-04-09 13:05:00,Weston,JuanBear1956,Apparently part of the building across @Bernard32Gonzalez the street,Shelter,resource
2020-04-09 13:06:00,Southwest,FastTCar,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 13:06:00,Wilson Forest,BFuriousStewart,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 13:06:00,Cheddarford,ObnoxiousCouchSara_Bouska,"re: Ok, turned off the gas. Goign to try to air any lingering gas out of the house!",Energy,resource
2020-04-09 13:06:00,West Parton,ObnoxiousPlatePlummer,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,Water,resource
2020-04-09 13:07:00,Southton,Shawn63Modlin,I know it's a question of interpretation but this is a sign of the sea the call of gulls and a nuclear reactor fuel rods are 2 vreyery different creatures...,Energy,resource
2020-04-09 13:08:00,Scenic Vista,LovesDarius_BannisterWhale,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 13:08:00,Weston,MaryFamousPhelps,the pastor was not in the building across the street,Shelter,resource
2020-04-09 13:09:00,Broadview,BusyRCandy,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 13:09:00,Weston,GuapoCouchRuben_Graham,"re:  Restaurants are open down here in the Pepper Mill waterfront.  Come on down, have a great meal, and shop for some new clothes!",Water,resource
2020-04-09 13:09:00,Cheddarford,Herbert1953,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,Water,resource
2020-04-09 13:09:00,Terrapin Springs,HoldsZimmermanDog,re: I can't find the valve!,Energy,resource
2020-04-09 13:10:00,Downtown,AttentativePBread32,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 13:10:00,Old Town,EObnoxiousB,Four anything columns were deplo yed in anyone anything was recently promoted from her air-conditioned desk-job to an elevated tank feeding a drip irrigation systems and distributing farming supplies. @GuapoBBread,Water,resource
2020-04-09 13:10:00,Terrapin Springs,Robert_MancusoOctopus79,"re: They reforest barren hillsides, restore springs and rainwater ponds and 26% of the Malian capital, he",Water,resource
2020-04-09 13:10:00,Palace Hills,RFleetMurphy,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,Water,resource
2020-04-09 13:10:00,Northwest,FearsGuzmanOctopus,re: Neighborhood Old Town is still a @Ivan66Lopez mess. Please do not go back to your house if there is a red tag! NOT SAFE! ,Shelter,resource
2020-04-09 13:10:00,Pepper Mill,AttentativeGlesenerHouse,re: @Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 13:10:00,Southton,Barbara50,Flood and they someone but non life-threatening injuries.k,Flooding,event
2020-04-09 13:10:00,Southwest,SmartAIcecream44,"re: Ok, turned off the gas. Goign to try to air any lingering gas out of the house!",Energy,resource
2020-04-09 13:11:00,Cheddarford,Teresa8Hamiton,Building structural integrity something failure: inspections damages defects testing repair they it he she something it,Shelter,resource
2020-04-09 13:11:00,Weston,CleverBowlDavid_Petersen,re: I can't find the valve!,Energy,resource
2020-04-09 13:11:00,Cheddarford,RTallHolmes,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 13:11:00,Scenic Vista,Barron1984,re: Neighborhood Old Town is still a @Ivan66Lopez mess. Please do not go back to your house if there is a red tag! NOT SAFE! ,Shelter,resource
2020-04-09 13:11:00,Southton,GuapoLCandy20,"re: They reforest barren hillsides, restore springs and rainwater ponds and 26% of the Malian capital, he",Water,resource
2020-04-09 13:11:00,Weston,Wilkins1976,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 13:11:00,Easton,AttentativeCHouse,re: @AlwaysSafePowerCompany really? Is that what the people want?,Energy,resource
2020-04-09 13:11:00,Northwest,WileyRandallIcecream,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,Water,resource
2020-04-09 13:12:00,Easton,FuriousJohnsonCouch,"re: No gas means no stove, no stove means no boiling water. Really feeling like a lose-lose situation.",Water,resource
2020-04-09 13:12:00,Chapparal,RogerBird79,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 13:13:00,West Parton,TallSHouse,re: @AlwaysSafePowerCompany really? Is that what the people want?,Energy,resource
2020-04-09 13:13:00,Southton,LovesShavonne_HowardFish,re: The food came out of this world!,Food,resource
2020-04-09 13:14:00,Easton,Shannon8Odonnell,"re:  Restaurants are open down here in the Pepper Mill waterfront.  Come on down, have a great meal, and shop for some new clothes!",Water,resource
2020-04-09 13:14:00,Terrapin Springs,AttentativeKHouse,re: Neighborhood Old Town is still a @Ivan66Lopez mess. Please do not go back to your house if there is a red tag! NOT SAFE! ,Shelter,resource
2020-04-09 13:14:00,Scenic Vista,Jessica1963P,re: @AlwaysSafePowerCompany really? Is that what the people want?,Energy,resource
2020-04-09 13:14:00,Northwest,FearsParkerHorse,"re: Ok, turned off the gas. Goign to try to air any lingering gas out of the house!",Energy,resource
2020-04-09 13:15:00,Palace Hills,CuriousDavidHouse,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 13:15:00,Old Town,JObnoxiousM,"Help! Lucy and I are lost, trying to find the disaster shelter.",Shelter,resource
2020-04-09 13:15:00,Scenic Vista,AttentativeAPlate1991,"re: No gas means no stove, no stove means no boiling water. Really feeling like a lose-lose situation.",Water,resource
2020-04-09 13:15:00,Southwest,WileyFisherPlate12,Sewage collecting in between pipes! Gross,Water,resource
2020-04-09 13:15:00,Scenic Vista,FastThiboutotIcecream,Flood and they someone is now in the scene of the units is on damaged. not sure on injuries #MakesItdamagedWonder,Flooding,event
2020-04-09 13:16:00,Cheddarford,Willard_PerkinsHorse2014,Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he,Shelter,resource
2020-04-09 13:16:00,Broadview,Kelly_ReynaBird69,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
